# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AFCEA10_007699	AFCEA10_007699	AFCEA10_007699-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_007700	AFCEA10_007700	AFCEA10_007700-T1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFCEA10_007701	AFCEA10_007701	AFCEA10_007701-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_007708	AFCEA10_007708	AFCEA10_007708-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_007709	AFCEA10_007709	AFCEA10_007709-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_007710	AFCEA10_007710	AFCEA10_007710-T1	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFCEA10_007711	AFCEA10_007711	AFCEA10_007711-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_007712	AFCEA10_007712	AFCEA10_007712-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_007717	AFCEA10_007717	AFCEA10_007717-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_007718	AFCEA10_007718	AFCEA10_007718-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_007719	AFCEA10_007719	AFCEA10_007719-T1	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFCEA10_007720	AFCEA10_007720	AFCEA10_007720-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_007721	AFCEA10_007721	AFCEA10_007721-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_007725	AFCEA10_007725	AFCEA10_007725-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_007751	AFCEA10_007751	AFCEA10_007751-T1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AFCEA10_007752	AFCEA10_007752	AFCEA10_007752-T1	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
AFCEA10_007755	AFCEA10_007755	AFCEA10_007755-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
AFCEA10_007762	AFCEA10_007762	AFCEA10_007762-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_007763	AFCEA10_007763	AFCEA10_007763-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AFCEA10_007764	AFCEA10_007764	AFCEA10_007764-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_007774	AFCEA10_007774	AFCEA10_007774-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFCEA10_007775	AFCEA10_007775	AFCEA10_007775-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AFCEA10_007776	AFCEA10_007776	AFCEA10_007776-T1	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
AFCEA10_007779	AFCEA10_007779	AFCEA10_007779-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_007890	AFCEA10_007890	AFCEA10_007890-T1	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AFCEA10_007901	AFCEA10_007901	AFCEA10_007901-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_007902	AFCEA10_007902	AFCEA10_007902-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_007903	AFCEA10_007903	AFCEA10_007903-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AFCEA10_007904	AFCEA10_007904	AFCEA10_007904-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_007905	AFCEA10_007905	AFCEA10_007905-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_007907	AFCEA10_007907	AFCEA10_007907-T1	protein_coding	0	0	0	10	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFCEA10_007908	AFCEA10_007908	AFCEA10_007908-T1	protein_coding	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
AFCEA10_007909	AFCEA10_007909	AFCEA10_007909-T1	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AFCEA10_007910	AFCEA10_007910	AFCEA10_007910-T1	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AFCEA10_007939	AFCEA10_007939	AFCEA10_007939-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_007940	AFCEA10_007940	AFCEA10_007940-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFCEA10_007941	AFCEA10_007941	AFCEA10_007941-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AFCEA10_007942	AFCEA10_007942	AFCEA10_007942-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
AFCEA10_007943	AFCEA10_007943	AFCEA10_007943-T1	protein_coding	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
AFCEA10_007944	AFCEA10_007944	AFCEA10_007944-T1	protein_coding	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
AFCEA10_007945	AFCEA10_007945	AFCEA10_007945-T1	protein_coding	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
AFCEA10_007946	AFCEA10_007946	AFCEA10_007946-T1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFCEA10_007947	AFCEA10_007947	AFCEA10_007947-T1	protein_coding	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
AFCEA10_007948	AFCEA10_007948	AFCEA10_007948-T1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFCEA10_007949	AFCEA10_007949	AFCEA10_007949-T1	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AFCEA10_007950	AFCEA10_007950	AFCEA10_007950-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_007951	AFCEA10_007951	AFCEA10_007951-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_007952	AFCEA10_007952	AFCEA10_007952-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_007953	AFCEA10_007953	AFCEA10_007953-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_007964	AFCEA10_007964	AFCEA10_007964-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_007992	AFCEA10_007992	AFCEA10_007992-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_007992	AFCEA10_007992	AFCEA10_007992-T2	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_007993	AFCEA10_007993	AFCEA10_007993-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_007994	AFCEA10_007994	AFCEA10_007994-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
AFCEA10_007995	AFCEA10_007995	AFCEA10_007995-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_008018	AFCEA10_008018	AFCEA10_008018-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008019	AFCEA10_008019	AFCEA10_008019-T1	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFCEA10_008020	AFCEA10_008020	AFCEA10_008020-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008026	AFCEA10_008026	AFCEA10_008026-T1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
AFCEA10_008027	AFCEA10_008027	AFCEA10_008027-T1	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AFCEA10_008029	AFCEA10_008029	AFCEA10_008029-T1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFCEA10_008037	AFCEA10_008037	AFCEA10_008037-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008038	AFCEA10_008038	AFCEA10_008038-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFCEA10_008039	AFCEA10_008039	AFCEA10_008039-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFCEA10_008040	AFCEA10_008040	AFCEA10_008040-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
AFCEA10_008041	AFCEA10_008041	AFCEA10_008041-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008042	AFCEA10_008042	AFCEA10_008042-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008095	AFCEA10_008095	AFCEA10_008095-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008098	AFCEA10_008098	AFCEA10_008098-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008100	AFCEA10_008100	AFCEA10_008100-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AFCEA10_008101	AFCEA10_008101	AFCEA10_008101-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_008102	AFCEA10_008102	AFCEA10_008102-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_008103	AFCEA10_008103	AFCEA10_008103-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_008111	AFCEA10_008111	AFCEA10_008111-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFCEA10_008112	AFCEA10_008112	AFCEA10_008112-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AFCEA10_008113	AFCEA10_008113	AFCEA10_008113-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AFCEA10_008114	AFCEA10_008114	AFCEA10_008114-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
AFCEA10_008115	AFCEA10_008115	AFCEA10_008115-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFCEA10_008116	AFCEA10_008116	AFCEA10_008116-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFCEA10_008117	AFCEA10_008117	AFCEA10_008117-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008118	AFCEA10_008118	AFCEA10_008118-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008119	AFCEA10_008119	AFCEA10_008119-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008158	AFCEA10_008158	AFCEA10_008158-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008159	AFCEA10_008159	AFCEA10_008159-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008160	AFCEA10_008160	AFCEA10_008160-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008171	AFCEA10_008171	AFCEA10_008171-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFCEA10_008172	AFCEA10_008172	AFCEA10_008172-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFCEA10_008173	AFCEA10_008173	AFCEA10_008173-T1	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008174	AFCEA10_008174	AFCEA10_008174-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008197	AFCEA10_008197	AFCEA10_008197-T1	protein_coding	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
AFCEA10_008198	AFCEA10_008198	AFCEA10_008198-T1	protein_coding	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
AFCEA10_008199	AFCEA10_008199	AFCEA10_008199-T1	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
AFCEA10_008209	AFCEA10_008209	AFCEA10_008209-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFCEA10_008210	AFCEA10_008210	AFCEA10_008210-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFCEA10_008211	AFCEA10_008211	AFCEA10_008211-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFCEA10_008229	AFCEA10_008229	AFCEA10_008229-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008230	AFCEA10_008230	AFCEA10_008230-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008231	AFCEA10_008231	AFCEA10_008231-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008232	AFCEA10_008232	AFCEA10_008232-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008283	AFCEA10_008283	AFCEA10_008283-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008284	AFCEA10_008284	AFCEA10_008284-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008285	AFCEA10_008285	AFCEA10_008285-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008286	AFCEA10_008286	AFCEA10_008286-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008287	AFCEA10_008287	AFCEA10_008287-T1	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
AFCEA10_008288	AFCEA10_008288	AFCEA10_008288-T1	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
AFCEA10_008289	AFCEA10_008289	AFCEA10_008289-T1	protein_coding	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AFCEA10_008289	AFCEA10_008289	AFCEA10_008289-T2	protein_coding	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AFCEA10_008290	AFCEA10_008290	AFCEA10_008290-T1	protein_coding	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
AFCEA10_008291	AFCEA10_008291	AFCEA10_008291-T1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AFCEA10_008295	AFCEA10_008295	AFCEA10_008295-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008296	AFCEA10_008296	AFCEA10_008296-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008297	AFCEA10_008297	AFCEA10_008297-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008305	AFCEA10_008305	AFCEA10_008305-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_008306	AFCEA10_008306	AFCEA10_008306-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_008307	AFCEA10_008307	AFCEA10_008307-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_008308	AFCEA10_008308	AFCEA10_008308-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_008309	AFCEA10_008309	AFCEA10_008309-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008309	AFCEA10_008309	AFCEA10_008309-T2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008310	AFCEA10_008310	AFCEA10_008310-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008311	AFCEA10_008311	AFCEA10_008311-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008312	AFCEA10_008312	AFCEA10_008312-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_008313	AFCEA10_008313	AFCEA10_008313-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
AFCEA10_008314	AFCEA10_008314	AFCEA10_008314-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFCEA10_008315	AFCEA10_008315	AFCEA10_008315-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
AFCEA10_008317	AFCEA10_008317	AFCEA10_008317-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_008317	AFCEA10_008317	AFCEA10_008317-T2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_008319	AFCEA10_008319	AFCEA10_008319-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008322	AFCEA10_008322	AFCEA10_008322-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008323	AFCEA10_008323	AFCEA10_008323-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008326	AFCEA10_008326	AFCEA10_008326-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008327	AFCEA10_008327	AFCEA10_008327-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008335	AFCEA10_008335	AFCEA10_008335-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008336	AFCEA10_008336	AFCEA10_008336-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008348	AFCEA10_008348	AFCEA10_008348-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFCEA10_008348	AFCEA10_008348	AFCEA10_008348-T2	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFCEA10_008349	AFCEA10_008349	AFCEA10_008349-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFCEA10_008350	AFCEA10_008350	AFCEA10_008350-T1	protein_coding	0	0	0	5	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_008351	AFCEA10_008351	AFCEA10_008351-T1	protein_coding	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
AFCEA10_008352	AFCEA10_008352	AFCEA10_008352-T1	protein_coding	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5
AFCEA10_008354	AFCEA10_008354	AFCEA10_008354-T1	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFCEA10_008361	AFCEA10_008361	AFCEA10_008361-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008362	AFCEA10_008362	AFCEA10_008362-T1	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
AFCEA10_008363	AFCEA10_008363	AFCEA10_008363-T1	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
AFCEA10_008364	AFCEA10_008364	AFCEA10_008364-T1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
AFCEA10_008429	AFCEA10_008429	AFCEA10_008429-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008429	AFCEA10_008429	AFCEA10_008429-T2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008430	AFCEA10_008430	AFCEA10_008430-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFCEA10_008439	AFCEA10_008439	AFCEA10_008439-T1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFCEA10_008440	AFCEA10_008440	AFCEA10_008440-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_008441	AFCEA10_008441	AFCEA10_008441-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFCEA10_008441	AFCEA10_008441	AFCEA10_008441-T2	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AFCEA10_008442	AFCEA10_008442	AFCEA10_008442-T1	protein_coding	0	0	0	7	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
AFCEA10_008443	AFCEA10_008443	AFCEA10_008443-T1	protein_coding	1	0	0	8	2	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
AFCEA10_008444	AFCEA10_008444	AFCEA10_008444-T1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
AFCEA10_008445	AFCEA10_008445	AFCEA10_008445-T1	protein_coding	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
AFCEA10_008446	AFCEA10_008446	AFCEA10_008446-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_008447	AFCEA10_008447	AFCEA10_008447-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_008448	AFCEA10_008448	AFCEA10_008448-T1	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFCEA10_008449	AFCEA10_008449	AFCEA10_008449-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_008450	AFCEA10_008450	AFCEA10_008450-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFCEA10_008459	AFCEA10_008459	AFCEA10_008459-T1	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
AFCEA10_008460	AFCEA10_008460	AFCEA10_008460-T1	protein_coding	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
AFCEA10_008461	AFCEA10_008461	AFCEA10_008461-T1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AFCEA10_008462	AFCEA10_008462	AFCEA10_008462-T1	protein_coding	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5
AFCEA10_008463	AFCEA10_008463	AFCEA10_008463-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_008464	AFCEA10_008464	AFCEA10_008464-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AFCEA10_008465	AFCEA10_008465	AFCEA10_008465-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFCEA10_008466	AFCEA10_008466	AFCEA10_008466-T1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
